48.7695502948,55.8984388963,1
2.73061755264,9.93837341752,2
50.2812856177,51.4038194292,1
9.91162273762,7.6176550064,2
47.4091866534,44.0468574793,1
3.93266066372,13.8979284405,2
48.3430970893,48.8059961779,1
8.62614087932,13.2217538321,2
46.6029371801,49.3145181998,1
0.213300233389,5.6563580123,2
52.6229865224,47.6968436695,1
9.13695316459,9.45952005441,2
46.8873819262,55.5342161246,1
15.9422728278,21.9967356635,2
48.2421758095,39.91294145,1
9.2384174332,11.2082705549,2
53.3409648279,46.2291246924,1
9.45097441087,14.6206493404,2
49.4629033277,59.7012101136,1
13.5895438846,10.9269277993,2
49.980133691,52.5422144399,1
3.43796029664,13.2151055229,2
50.2229898295,58.7681982578,1
10.0052539862,14.3301778641,2
52.649230656,55.4952342178,1
9.98560389769,10.4141156888,2
44.6444918673,43.6552117154,1
1.62703393031,17.2021766792,2
46.2626090121,50.1094701069,1
4.85045156209,2.98597782559,2
47.4980817853,47.5453579445,1
6.07569746035,9.0691694822,2
56.5046218229,60.1617799468,1
11.1336303586,3.58986440318,2
47.0276163456,56.8896646283,1
7.22766539606,8.27961655361,2
47.2568439892,50.5840738996,1
14.2162172938,11.2216506355,2
49.7981717811,53.2883284431,1
13.9653152462,6.77109215435,2
57.123483737,44.7213703468,1
6.77401721318,13.300493295,2
44.6846922466,47.8833964248,1
6.16908013385,14.0083669141,2
52.822305332,51.4474855027,1
7.80682282948,12.0983060409,2
50.8817467297,52.7283066393,1
12.2276406953,4.32667107918,2
55.2493637965,52.7596231167,1
1.98164017838,22.9442572954,2
53.5955836555,50.2655900091,1
12.5624910502,15.3810818551,2
52.5600071431,51.6052254315,1
7.98207393824,10.6370709914,2
45.7771074604,58.1684293463,1
7.98481798298,11.0573866784,2
42.7291813877,46.2624769922,1
8.70607635013,8.38805957935,2
58.4889108537,46.3452962701,1
6.20469100851,4.21137546607,2
45.5150419387,52.5865243613,1
10.8818108793,7.36692458806,2
51.0911553465,46.9155459871,1
11.2260128953,7.95746196474,2
56.9765167648,44.2200625605,1
19.7078400185,13.2140551834,2
48.9164852731,51.0912073026,1
